dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
4,,Real Madrid CF,Copa del Rey,Defender,Austria,6w5wyari2p4bh2zzy2x2f6hg5,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6w5wyari2p4bh2zzy2x2f6hg5
2,,Real Madrid CF,Copa del Rey,Defender,Spain,7oykphzczagr975xsqt70s89h,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/7oykphzczagr975xsqt70s89h
3,Éder Militão,Real Madrid CF,Copa del Rey,Defender,Brazil,8wvkrrbqqthuwda8twg03yuax,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/8wvkrrbqqthuwda8twg03yuax
38,,Real Madrid CF,Copa del Rey,Defender,Spain,9650u1owvf264fwnuzc0zlfro,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/9650u1owvf264fwnuzc0zlfro
48,,Real Madrid CF,Copa del Rey,Defender,Spain,974pgl5fo69ks8qsv1oorx8us,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/974pgl5fo69ks8qsv1oorx8us
14,,Real Madrid CF,Copa del Rey,Midfielder,France,aipyotc87m5bdvmvizd5n69k9,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/aipyotc87m5bdvmvizd5n69k9
35,,Real Madrid CF,Copa del Rey,Defender,Spain,atj6u4qul0o2ca57etbmes07o,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/atj6u4qul0o2ca57etbmes07o
7,Vinícius Júnior,Real Madrid CF,Copa del Rey,Attacker,Brazil,b4witgokm49tidm1a83qcvbop,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/b4witgokm49tidm1a83qcvbop
,,Real Madrid CF,Copa del Rey,,Italy,b5sm6w6qxpifmvjlud7t9p2j8,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/b5sm6w6qxpifmvjlud7t9p2j8
17,,Real Madrid CF,Copa del Rey,Defender,Spain,bf2pf3hs8gcvub4ivlve12ymt,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/bf2pf3hs8gcvub4ivlve12ymt
11,Rodrygo,Real Madrid CF,Copa del Rey,Attacker,Brazil,broq8imimhtlejtffissquy5m,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/broq8imimhtlejtffissquy5m
44,Víctor Muñoz,Real Madrid CF,Copa del Rey,Attacker,Spain,d358ce00vstqg3ilinhcc10r8,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/d358ce00vstqg3ilinhcc10r8
10,,Real Madrid CF,Copa del Rey,Midfielder,Croatia,diod1hv5hv7v7z7mfleev1txx,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/diod1hv5hv7v7z7mfleev1txx
,,Real Madrid CF,Copa del Rey,Attacker,Spain,diwvhwul9fvsmpdwosvy8nwus,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/diwvhwul9fvsmpdwosvy8nwus
36,Chema Andres,Real Madrid CF,Copa del Rey,Midfielder,Spain,e30x514qvzadcryj2zhoss26s,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/e30x514qvzadcryj2zhoss26s
5,,Real Madrid CF,Copa del Rey,Midfielder,England,e83ula4wockmc2xid7185kcq2,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/e83ula4wockmc2xid7185kcq2
18,,Real Madrid CF,Copa del Rey,Defender,Spain,eihwzqtt27l2l8iu990h68edx,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/eihwzqtt27l2l8iu990h68edx
6,,Real Madrid CF,Copa del Rey,Midfielder,France,en2c7z1raqmcwee78297pbnu2,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/en2c7z1raqmcwee78297pbnu2
19,,Real Madrid CF,Copa del Rey,Midfielder,Spain,i48mf81fxn2af1xxjzfi8gr9,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/i48mf81fxn2af1xxjzfi8gr9
,,Real Madrid CF,Copa del Rey,,Italy,pc8qy7gqbtpbkgefp4j3ws0l,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,8xdpm013ubhszzhxydmpq3wno,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2024-2025/8xdpm013ubhszzhxydmpq3wno/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/pc8qy7gqbtpbkgefp4j3ws0l
