root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Goals Conceded Inside Box,Time Played,Yellow Cards,Index,Starts,Appearances,Games Played,Goals Conceded,Winning Goal,Substitute Off,Substitute On,Successful Open Play Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Total Tackles,Total Losses Of Possession,Leftside Passes,Unsuccessful Crosses & Corners,Unsuccessful Short Passes,Successful Passes Own Half,Forward Passes,Unsuccessful Long Passes,Unsuccessful Dribbles,Open Play Passes,Times Tackled,Duels lost,Total Clearances,Touches,Backward Passes,Interceptions,Duels,Recoveries,Throw Ins to Own Player,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Long Passes,Aerial Duels,Unsuccessful Crosses open play,Rightside Passes,Ground Duels won,Unsuccessful Passes Own Half,Throw Ins to Opposition Player,Successful Short Passes,Aerial Duels won,Foul Attempted Tackle,Unsuccessful Passes Opposition Half,Total Fouls Conceded,Total Passes,PutThrough/Blocked Distribution,Tackles Won,Tackles Lost,Unsuccessful Launches,Ground Duels,Successful Passes Opposition Half,Ground Duels lost,Duels won,Key Passes (Attempt Assists),Aerial Duels lost,Successful Dribbles,Total Fouls Won,Total Touches In Opposition Box,Total Shots,Goals from Inside Box,Shots On Target ( inc goals ),Clean Sheets,Right Foot Goals,Goals,Home Goals,Away Goals,Successful Lay-offs,Offsides,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Blocked Shots,Overruns,Corners Taken (incl short corners),Corners Won,Successful Crosses & Corners,Assists (Intentional),Successful Corners into Box,Goals from Outside Box,Goal Assists,Successful Crosses open play,GK Successful Distribution,Goal Kicks,Catches,GK Unsuccessful Distribution,Saves Made from Inside Box,Saves Made,Goalkeeper Smother,Successful Launches,Saves made - parried,Punches,Left Foot Goals,Own Goal Scored,Handballs conceded,Unsuccessful Corners into Box,Blocks,Saves made - caught,Saves Made from Outside Box,Total Red Cards,Straight Red Cards,Penalties Conceded,Penalties Saved,Saves from Penalty,Penalties Faced,Unsuccessful lay-offs,Headed Goals,Penalty Goals Conceded,Drops,Through balls,Clearances Off the Line,Last Player Tackle,Goals Conceded Outside Box,Attempts from Set Pieces,Penalty Goals,Foul Won Penalty,Penalties Taken,Hit Woodwork,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Goals Openplay,Penalties Off Target,Second Goal Assists,Set Pieces Goals
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,4o9d3hpjlicgce9gtbewyzhn8,Gonzalo García,Forward,30,,8.0,,10.0,,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,2.0,,1.0,1.0,4.0,,,3.0,1.0,,1.0,,2.0,,,,,,1.0,2.0,,1.0,,2.0,,,,,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,42mke5h9m4g7idv9q6ltuhkwk,Fran González,Goalkeeper,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,39gif4xfy8xddarasbsad56ok,A. Güler,Midfielder,15,5.0,380.0,,10.0,3.0,6.0,6.0,6.0,0.0,2.0,3.0,165.0,28.0,8.0,61.0,73.0,14.0,22.0,72.0,51.0,6.0,7.0,193.0,10.0,23.0,1.0,292.0,40.0,4.0,51.0,18.0,6.0,169.0,11.0,10.0,4.0,33.0,22.0,8.0,,158.0,6.0,2.0,34.0,3.0,197.0,7.0,5.0,3.0,2.0,41.0,104.0,19.0,28.0,11.0,4.0,6.0,8.0,10.0,8.0,2.0,4.0,1.0,1.0,2.0,0.0,2.0,10.0,2.0,4.0,4.0,1.0,,16.0,3.0,7.0,4.0,7.0,,4.0,,,,,,,,,,,,1.0,,,8.0,,,,,,,,,,1.0,,2.0,,5.0,,,1.0,1.0,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,38bp85766w04a0nuulq5fiig9,A. Lunin,Goalkeeper,13,8.0,510.0,,10.0,5.0,5.0,5.0,8.0,0.0,,,122.0,21.0,,25.0,63.0,,,139.0,76.0,21.0,,136.0,,,7.0,211.0,,,,32.0,,148.0,28.0,,,30.0,,7.0,,120.0,,,14.0,,169.0,,,,15.0,,9.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,33.0,22.0,2.0,3.0,7.0,14.0,,8.0,8.0,2.0,,,,,,1.0,6.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,5e9ilgrz3tzg9kd1gk3yvrahh,K. Mbappé,Forward,9,4.0,235.0,,10.0,1.0,4.0,4.0,5.0,0.0,1.0,3.0,67.0,13.0,,27.0,21.0,,13.0,17.0,18.0,,3.0,80.0,3.0,5.0,,124.0,27.0,,17.0,10.0,,74.0,7.0,3.0,,21.0,10.0,1.0,,67.0,2.0,,12.0,1.0,87.0,2.0,,,,14.0,57.0,4.0,12.0,7.0,1.0,7.0,3.0,22.0,9.0,1.0,4.0,,1.0,2.0,1.0,1.0,5.0,1.0,5.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,6q69l3ppqfqbryjubcrujfi6t,F. Mendy,Defender,23,2.0,95.0,,10.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,36.0,2.0,1.0,6.0,2.0,1.0,1.0,22.0,13.0,1.0,,38.0,,,,50.0,9.0,,2.0,2.0,3.0,36.0,1.0,,1.0,14.0,2.0,1.0,1.0,35.0,,,2.0,,38.0,2.0,1.0,,1.0,2.0,14.0,,2.0,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,3krfyio6dlb6gkoggsmqwkj6c,Sergio Mestre,Goalkeeper,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,diod1hv5hv7v7z7mfleev1txx,L. Modrić,Midfielder,10,5.0,338.0,2.0,10.0,3.0,5.0,5.0,6.0,0.0,2.0,2.0,291.0,22.0,5.0,48.0,92.0,16.0,18.0,115.0,89.0,4.0,2.0,312.0,5.0,13.0,3.0,406.0,36.0,7.0,33.0,21.0,4.0,305.0,20.0,3.0,3.0,110.0,18.0,8.0,1.0,285.0,2.0,4.0,30.0,4.0,327.0,7.0,3.0,2.0,1.0,30.0,195.0,12.0,20.0,12.0,1.0,8.0,5.0,11.0,4.0,2.0,4.0,,2.0,2.0,0.0,2.0,7.0,,,2.0,2.0,,20.0,2.0,5.0,,4.0,,,1.0,,,,,,,,,,,,,,11.0,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,14qv8npo5alwnb5dud8x82ln8,Endrick,Forward,16,5.0,360.0,1.0,10.0,4.0,6.0,6.0,6.0,2.0,3.0,2.0,63.0,17.0,2.0,39.0,34.0,,17.0,28.0,21.0,,8.0,80.0,12.0,25.0,,153.0,24.0,,42.0,8.0,,70.0,4.0,5.0,,8.0,16.0,2.0,,66.0,1.0,3.0,15.0,4.0,87.0,3.0,,2.0,,37.0,42.0,21.0,17.0,6.0,4.0,7.0,7.0,28.0,17.0,4.0,12.0,1.0,,5.0,3.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,,5.0,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,1.0,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,b4witgokm49tidm1a83qcvbop,Vinícius Júnior,Forward,7,8.0,470.0,1.0,10.0,4.0,6.0,6.0,9.0,0.0,3.0,2.0,125.0,35.0,5.0,95.0,11.0,8.0,31.0,32.0,43.0,4.0,24.0,160.0,34.0,40.0,1.0,292.0,38.0,1.0,69.0,11.0,2.0,126.0,20.0,2.0,8.0,69.0,29.0,9.0,1.0,106.0,,,34.0,3.0,161.0,14.0,1.0,4.0,1.0,67.0,97.0,38.0,29.0,8.0,2.0,12.0,12.0,46.0,20.0,1.0,15.0,,1.0,1.0,1.0,0.0,3.0,6.0,5.0,3.0,6.0,1.0,,12.0,3.0,2.0,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,6.0,,,1.0,,,,,1.0,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,2b1aq7e51fjbukd3muxfthd78,Jacobo Ramón,Defender,31,2.0,90.0,1.0,10.0,1.0,1.0,1.0,2.0,0.0,,,47.0,4.0,2.0,4.0,10.0,,2.0,39.0,19.0,2.0,,51.0,,6.0,10.0,67.0,2.0,1.0,16.0,4.0,1.0,48.0,,9.0,,21.0,3.0,3.0,,48.0,7.0,,1.0,2.0,52.0,,1.0,1.0,1.0,7.0,9.0,4.0,10.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,974pgl5fo69ks8qsv1oorx8us,Mario Rivas,Defender,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,6fzbp94hf19ysotdassrqdc5x,A. Rüdiger,Defender,22,3.0,351.0,,10.0,3.0,4.0,4.0,4.0,0.0,1.0,1.0,179.0,20.0,5.0,22.0,72.0,,8.0,152.0,66.0,12.0,,198.0,1.0,10.0,18.0,252.0,8.0,1.0,18.0,15.0,,192.0,9.0,4.0,,66.0,6.0,6.0,,183.0,2.0,2.0,14.0,6.0,212.0,2.0,3.0,2.0,8.0,14.0,40.0,8.0,8.0,,2.0,,1.0,5.0,2.0,1.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,1.0,2.0,,,1.0,,,,,,,3.0,3.0,,,,,,2.0,,,,,,,3.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,broq8imimhtlejtffissquy5m,Rodrygo,Forward,11,5.0,216.0,,10.0,3.0,5.0,5.0,6.0,0.0,3.0,2.0,60.0,4.0,4.0,28.0,12.0,9.0,3.0,16.0,8.0,1.0,5.0,64.0,10.0,12.0,2.0,125.0,22.0,2.0,28.0,4.0,,62.0,,1.0,1.0,24.0,15.0,1.0,,62.0,1.0,,12.0,,66.0,3.0,2.0,2.0,1.0,27.0,48.0,12.0,16.0,4.0,,3.0,8.0,8.0,3.0,,1.0,,,,,,2.0,1.0,2.0,3.0,1.0,,10.0,4.0,2.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,aipyotc87m5bdvmvizd5n69k9,A. Tchouaméni,Midfielder,14,9.0,540.0,1.0,10.0,5.0,5.0,5.0,11.0,0.0,,,270.0,20.0,12.0,36.0,102.0,3.0,12.0,158.0,87.0,8.0,1.0,290.0,4.0,17.0,20.0,408.0,27.0,11.0,56.0,25.0,1.0,283.0,11.0,16.0,3.0,87.0,28.0,7.0,,272.0,11.0,2.0,16.0,3.0,303.0,3.0,9.0,3.0,3.0,40.0,125.0,12.0,39.0,3.0,5.0,5.0,11.0,6.0,5.0,2.0,4.0,1.0,,2.0,1.0,1.0,4.0,,1.0,3.0,2.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,7.0,,,,,,,,,,2.0,2.0,,,,,2.0,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,eihwzqtt27l2l8iu990h68edx,Jesús Vallejo,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,1i9wi65k2foqwudeqiyih87hl,F. Valverde,Midfielder,8,9.0,416.0,,10.0,4.0,5.0,5.0,11.0,1.0,1.0,1.0,239.0,24.0,9.0,33.0,109.0,2.0,17.0,100.0,82.0,7.0,4.0,261.0,5.0,15.0,10.0,340.0,31.0,2.0,36.0,16.0,12.0,243.0,23.0,10.0,2.0,45.0,16.0,5.0,,220.0,5.0,1.0,21.0,3.0,267.0,8.0,4.0,5.0,3.0,26.0,143.0,10.0,21.0,6.0,5.0,5.0,2.0,7.0,7.0,1.0,5.0,,2.0,2.0,1.0,1.0,5.0,,2.0,7.0,1.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,,,
testeo_ligas_europa,Spain_Copa_del_Rey,2024-2025,Real Madrid CF,Real_Madrid_CF,bf2pf3hs8gcvub4ivlve12ymt,Lucas Vázquez,Defender,17,4.0,326.0,1.0,10.0,3.0,5.0,5.0,5.0,0.0,2.0,2.0,175.0,18.0,8.0,36.0,99.0,8.0,13.0,97.0,45.0,5.0,1.0,193.0,1.0,12.0,6.0,273.0,49.0,4.0,27.0,10.0,24.0,183.0,2.0,4.0,8.0,8.0,13.0,7.0,,181.0,2.0,3.0,19.0,6.0,201.0,8.0,7.0,1.0,3.0,23.0,87.0,10.0,15.0,5.0,2.0,2.0,4.0,9.0,1.0,,,,,,,,,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,
