dorsal,nombre,equipo,equipo_folder,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
40,Valde,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,3pxte13sf3ybzb3cgvim1tqtw,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3pxte13sf3ybzb3cgvim1tqtw
38,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,3r4r3w44ski0d4175zfe1iy38,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3r4r3w44ski0d4175zfe1iy38
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Attacker,Spain,3r8kqt2bz34yw8e2h4jdp96hg,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3r8kqt2bz34yw8e2h4jdp96hg
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,3wieudlmb1vnm7kvdcn4sfok4,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3wieudlmb1vnm7kvdcn4sfok4
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,,Spain,426tiaxzy45r0q8lgdsn44y6s,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/426tiaxzy45r0q8lgdsn44y6s
26,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Goalkeeper,Spain,42mke5h9m4g7idv9q6ltuhkwk,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/42mke5h9m4g7idv9q6ltuhkwk
36,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,4aihdtm9m5evl5ohlx54ccs9g,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/4aihdtm9m5evl5ohlx54ccs9g
27,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,4luj0v1ttpt61sniftg4bxrtg,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/4luj0v1ttpt61sniftg4bxrtg
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,,Spain,4nclyvzibmrs9tt903ccbythx,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/4nclyvzibmrs9tt903ccbythx
16,Gonzalo García,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Attacker,Spain,4o9d3hpjlicgce9gtbewyzhn8,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/4o9d3hpjlicgce9gtbewyzhn8
29,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Goalkeeper,Spain,587fw0wi1ke5kv6tdnyx78xec,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/587fw0wi1ke5kv6tdnyx78xec
10,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Attacker,France,5e9ilgrz3tzg9kd1gk3yvrahh,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/5e9ilgrz3tzg9kd1gk3yvrahh
1,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Goalkeeper,Belgium,6crmq7vzqts58wg196q48sc7p,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6crmq7vzqts58wg196q48sc7p
22,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Germany,6fzbp94hf19ysotdassrqdc5x,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6fzbp94hf19ysotdassrqdc5x
23,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,France,6q69l3ppqfqbryjubcrujfi6t,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6q69l3ppqfqbryjubcrujfi6t
4,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Austria,6w5wyari2p4bh2zzy2x2f6hg5,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6w5wyari2p4bh2zzy2x2f6hg5
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,,Argentina,7lm461v9oys1wukz06yzb2jh0,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/7lm461v9oys1wukz06yzb2jh0
2,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,7oykphzczagr975xsqt70s89h,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/7oykphzczagr975xsqt70s89h
32,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,8knybibneen7qx8jdg9voh7v8,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/8knybibneen7qx8jdg9voh7v8
3,Éder Militão,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Brazil,8wvkrrbqqthuwda8twg03yuax,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/8wvkrrbqqthuwda8twg03yuax
35,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,9650u1owvf264fwnuzc0zlfro,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/9650u1owvf264fwnuzc0zlfro
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,974pgl5fo69ks8qsv1oorx8us,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/974pgl5fo69ks8qsv1oorx8us
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,,Spain,9asmnqs6vdk7dyhusglr5phat,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/9asmnqs6vdk7dyhusglr5phat
45,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,9ksawmk9ligul6vfjihf50r8,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/9ksawmk9ligul6vfjihf50r8
18,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,a4kw8u4dqsslfwe1ux08lbmc,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/a4kw8u4dqsslfwe1ux08lbmc
14,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,France,aipyotc87m5bdvmvizd5n69k9,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/aipyotc87m5bdvmvizd5n69k9
17,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,atj6u4qul0o2ca57etbmes07o,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/atj6u4qul0o2ca57etbmes07o
7,Vinícius Júnior,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Attacker,Brazil,b4witgokm49tidm1a83qcvbop,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/b4witgokm49tidm1a83qcvbop
11,Rodrygo,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Attacker,Brazil,broq8imimhtlejtffissquy5m,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/broq8imimhtlejtffissquy5m
,Dani Meso,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,buzh1oolanqmxdm3bqt1sfqxg,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/buzh1oolanqmxdm3bqt1sfqxg
24,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Defender,Spain,d2hnxi1yi5rgqj1tvxh1813x0,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/d2hnxi1yi5rgqj1tvxh1813x0
,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,diwvhwul9fvsmpdwosvy8nwus,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/diwvhwul9fvsmpdwosvy8nwus
5,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,England,e83ula4wockmc2xid7185kcq2,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/e83ula4wockmc2xid7185kcq2
28,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,ecmpznived7xp45o7bm96csno,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/ecmpznived7xp45o7bm96csno
6,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,France,en2c7z1raqmcwee78297pbnu2,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/en2c7z1raqmcwee78297pbnu2
19,,Real Madrid CF,Real_Madrid_CF,Copa del Rey,Midfielder,Spain,i48mf81fxn2af1xxjzfi8gr9,3kq9cckrnlogidldtdie2fkbl,apdwh753fupxheygs8seahh7x,3lmujqli8r9m12i28wgjxnnys,https://www.scoresway.com/en_GB/soccer/copa-del-rey-2025-2026/3lmujqli8r9m12i28wgjxnnys/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/i48mf81fxn2af1xxjzfi8gr9
